,state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
716,andhra pradesh,adilabad,2002,37,32,20,174,63,240,0
717,andhra pradesh,anantapur,2002,28,49,9,179,37,151,0
718,andhra pradesh,chittoor,2002,28,39,16,126,40,188,0
719,andhra pradesh,cuddapah,2002,16,22,21,100,36,63,0
720,andhra pradesh,east godavari,2002,25,5,11,108,73,276,0
721,andhra pradesh,guntakal rly.,2002,1,0,0,3,0,0,0
722,andhra pradesh,guntur,2002,46,71,13,186,85,434,0
723,andhra pradesh,hyderabad city,2002,57,61,24,138,123,590,0
724,andhra pradesh,karimnagar,2002,99,42,45,357,125,209,0
725,andhra pradesh,khammam,2002,48,55,13,191,375,324,0
726,andhra pradesh,krishna,2002,41,21,14,211,110,374,0
727,andhra pradesh,kurnool,2002,45,24,11,166,115,167,0
728,andhra pradesh,mahaboobnagar,2002,85,36,31,202,42,225,0
729,andhra pradesh,medak,2002,68,38,25,103,28,251,0
730,andhra pradesh,nalgonda,2002,41,37,37,232,67,210,0
731,andhra pradesh,nellore,2002,46,54,10,206,226,289,0
732,andhra pradesh,nizamabad,2002,35,21,17,71,24,278,0
733,andhra pradesh,prakasham,2002,21,25,5,156,18,142,0
734,andhra pradesh,ranga reddy,2002,49,70,51,143,93,508,0
735,andhra pradesh,secunderabad rly.,2002,0,0,0,0,0,0,0
736,andhra pradesh,srikakulam,2002,14,9,4,60,16,114,0
737,andhra pradesh,vijayawada,2002,31,43,9,119,171,869,0
738,andhra pradesh,vijayawada rly.,2002,1,0,0,2,0,2,0
739,andhra pradesh,visakha rural,2002,14,0,2,65,41,85,0
740,andhra pradesh,visakhapatnam,2002,8,10,3,28,18,235,0
741,andhra pradesh,vizianagaram,2002,12,0,1,38,25,190,0
742,andhra pradesh,warangal,2002,52,58,45,212,0,157,0
743,andhra pradesh,west godavari,2002,54,32,12,223,73,447,0
745,arunachal pradesh,changlang,2002,3,2,0,0,0,2,0
746,arunachal pradesh,dibang valley,2002,5,5,0,4,0,5,0
747,arunachal pradesh,kameng east,2002,1,3,0,6,0,0,0
748,arunachal pradesh,kameng west,2002,0,1,0,0,0,0,0
749,arunachal pradesh,lohit,2002,3,3,0,8,0,0,0
750,arunachal pradesh,papum pare,2002,3,6,0,9,1,1,0
751,arunachal pradesh,siang east,2002,11,8,0,14,0,1,0
752,arunachal pradesh,siang upper,2002,3,0,0,0,0,0,0
753,arunachal pradesh,siang west,2002,4,6,0,18,0,2,0
754,arunachal pradesh,subansiri lower,2002,1,3,0,4,0,0,0
755,arunachal pradesh,subansiri upper,2002,2,1,0,4,0,0,0
756,arunachal pradesh,tawang,2002,1,0,0,0,1,1,0
757,arunachal pradesh,tirap,2002,1,0,0,1,0,1,0
759,assam,barpeta,2002,55,59,4,18,0,97,0
760,assam,bongaigaon,2002,21,40,3,2,0,32,0
761,assam,c.i.d.,2002,0,2,0,0,0,0,0
762,assam,cachar,2002,71,80,7,156,0,219,0
763,assam,darrang,2002,33,41,4,68,0,37,0
764,assam,dhemaji,2002,48,25,1,23,0,57,0
765,assam,dhubri,2002,46,51,4,67,2,167,0
766,assam,dibrugarh,2002,45,58,1,27,0,43,0
767,assam,g.r.p.,2002,0,0,0,0,0,0,0
768,assam,goalpara,2002,40,29,2,67,0,93,0
769,assam,golaghat,2002,42,60,0,36,0,36,0
770,assam,guwahati city,2002,60,144,6,41,0,69,0
771,assam,hailakandi,2002,24,42,1,30,0,34,0
772,assam,jorhat,2002,36,32,0,39,0,42,0
773,assam,kamrup,2002,41,104,2,23,0,20,0
774,assam,karbi anglong,2002,5,9,2,6,0,6,0
775,assam,karimganj,2002,23,7,6,11,0,69,0
776,assam,kokrajhar,2002,15,18,3,51,0,38,0
777,assam,lakhimpur,2002,69,74,0,63,0,175,0
778,assam,morigaon,2002,40,34,1,39,0,28,0
779,assam,n.c.hills,2002,2,6,0,5,0,9,0
780,assam,nagaon,2002,61,124,7,115,5,158,0
781,assam,nalbari,2002,27,31,0,11,0,24,0
782,assam,r.p.o.,2002,1,1,0,0,0,0,0
783,assam,sibsagar,2002,57,57,6,28,0,71,0
784,assam,sonitpur,2002,67,109,9,53,0,146,0
785,assam,tinsukia,2002,41,39,1,5,0,24,0
787,bihar,araria,2002,101,79,5,2,0,30,0
788,bihar,arwal,2002,0,0,8,12,0,2,0
789,bihar,aurangabad,2002,12,3,33,4,0,6,0
790,bihar,bagaha,2002,23,3,0,6,0,3,0
791,bihar,banka,2002,27,9,10,4,0,14,0
792,bihar,begusarai,2002,20,15,23,23,0,40,0
793,bihar,bettiah,2002,55,10,31,66,0,58,0
794,bihar,bhabhua,2002,17,7,17,0,0,18,0
795,bihar,bhagalpur,2002,40,51,19,10,0,26,0
796,bihar,bhojpur,2002,17,17,51,4,0,79,1
797,bihar,buxar,2002,17,0,16,0,0,16,0
798,bihar,darbhanga,2002,52,31,26,38,0,73,0
799,bihar,gaya,2002,31,18,26,27,0,44,0
800,bihar,gopalganj,2002,16,16,23,0,0,51,0
801,bihar,jamalpur rly.,2002,0,1,1,2,0,0,0
802,bihar,jamui,2002,15,13,21,0,0,19,0
803,bihar,jehanabad,2002,7,9,21,0,0,5,0
804,bihar,katihar,2002,77,69,5,5,0,32,0
805,bihar,katihar rly.,2002,2,1,1,2,0,0,0
806,bihar,khagaria,2002,15,14,9,8,0,17,0
807,bihar,kishanganj,2002,20,26,5,4,0,37,0
808,bihar,lakhisarai,2002,2,6,4,10,0,6,0
809,bihar,madhepura,2002,10,7,4,7,0,9,0
810,bihar,madhubani,2002,31,15,58,165,0,111,0
811,bihar,motihari,2002,41,37,48,12,0,94,0
812,bihar,munger,2002,11,27,8,0,0,0,0
813,bihar,muzaffarpur,2002,60,22,42,26,0,178,1
814,bihar,muzaffarpur rly.,2002,2,3,0,5,0,1,0
815,bihar,nalanda,2002,32,22,45,23,0,44,1
816,bihar,naugachia,2002,11,6,7,3,0,15,0
817,bihar,nawadah,2002,34,8,12,3,2,30,4
818,bihar,patna,2002,37,36,76,42,0,148,0
819,bihar,patna rly.,2002,2,0,1,9,0,3,0
820,bihar,purnea,2002,46,17,6,6,0,17,0
821,bihar,rohtas,2002,15,10,52,4,0,82,0
822,bihar,saharsa,2002,11,10,10,16,2,8,0
823,bihar,samastipur,2002,22,21,12,4,2,10,21
824,bihar,saran,2002,12,10,69,0,0,85,0
825,bihar,sheikhpura,2002,6,0,5,8,0,16,1
826,bihar,sheohar,2002,14,6,7,1,0,0,0
827,bihar,sitamarhi,2002,31,22,14,26,0,28,1
828,bihar,siwan,2002,8,26,24,8,0,50,0
829,bihar,supaul,2002,22,0,7,5,0,12,8
830,bihar,vaishali,2002,16,41,65,21,0,60,0
832,chhattisgarh,balrampur,2002,30,2,2,33,3,19,0
833,chhattisgarh,bilaspur,2002,72,15,13,160,10,86,0
834,chhattisgarh,bizapur,2002,7,2,0,1,0,0,0
835,chhattisgarh,dantewara,2002,9,4,1,19,0,5,0
836,chhattisgarh,dhamtari,2002,26,0,1,40,9,9,0
837,chhattisgarh,durg,2002,132,23,11,230,33,116,0
838,chhattisgarh,grp raipur,2002,5,0,0,1,0,0,0
839,chhattisgarh,jagdalpur,2002,46,16,0,46,4,16,0
840,chhattisgarh,janjgir,2002,42,6,13,99,8,64,0
841,chhattisgarh,jashpur,2002,35,0,2,16,2,4,0
842,chhattisgarh,kabirdham,2002,20,0,0,42,3,25,0
843,chhattisgarh,kanker,2002,37,6,1,33,4,22,0
844,chhattisgarh,korba,2002,38,3,9,82,10,33,0
845,chhattisgarh,koriya,2002,58,6,1,72,0,21,0
846,chhattisgarh,mahasamund,2002,33,5,0,56,3,14,0
847,chhattisgarh,raigarh,2002,39,5,4,103,15,30,0
848,chhattisgarh,raipur,2002,159,35,20,184,34,106,0
849,chhattisgarh,rajnandgaon,2002,62,7,6,86,7,41,0
850,chhattisgarh,sarguja,2002,142,19,1,180,2,42,0
852,goa,north goa,2002,9,3,1,9,4,6,0
853,goa,south goa,2002,3,2,1,9,2,2,0
855,gujarat,ahmedabad commr.,2002,12,92,6,36,18,433,0
856,gujarat,ahmedabad rural,2002,7,11,7,17,1,66,0
857,gujarat,ahwa-dang,2002,4,1,0,0,0,7,0
858,gujarat,amreli,2002,4,23,0,18,1,95,0
859,gujarat,anand,2002,8,33,0,22,2,183,0
860,gujarat,bharuch,2002,7,23,0,26,0,52,0
861,gujarat,bhavnagar,2002,9,39,4,57,7,125,0
862,gujarat,dahod,2002,14,9,0,19,0,18,0
863,gujarat,gandhinagar,2002,7,19,1,15,5,126,0
864,gujarat,himatnagar,2002,11,37,1,55,0,138,0
865,gujarat,jamnagar,2002,25,30,5,19,4,176,0
866,gujarat,junagadh,2002,10,41,2,38,13,368,0
867,gujarat,kheda north,2002,9,29,0,41,0,104,0
868,gujarat,kutch,2002,3,35,2,29,1,174,0
869,gujarat,mehsana,2002,13,36,0,40,4,170,0
870,gujarat,narmada,2002,7,2,0,6,4,9,0
871,gujarat,navsari,2002,5,11,0,2,0,23,0
872,gujarat,palanpur,2002,16,39,0,58,1,122,0
873,gujarat,panchmahal,2002,4,22,0,11,1,22,0
874,gujarat,patan,2002,3,28,0,25,0,88,0
875,gujarat,porbandar,2002,4,8,3,16,0,53,0
876,gujarat,rajkot commr.,2002,6,29,5,28,12,173,0
877,gujarat,rajkot rural,2002,15,37,2,44,8,180,0
878,gujarat,surat commr.,2002,18,36,20,18,12,112,0
879,gujarat,surat rural,2002,10,15,0,18,1,43,0
880,gujarat,surendranagar,2002,13,29,4,40,2,83,0
881,gujarat,vadodara commr.,2002,5,28,0,9,7,80,0
882,gujarat,vadodara rural,2002,12,42,0,27,0,61,0
883,gujarat,valsad,2002,3,16,0,12,0,32,0
884,gujarat,w.rly,2002,3,7,0,4,0,5,0
886,haryana,ambala,2002,15,18,7,17,0,122,0
887,haryana,bhiwani,2002,17,13,35,29,0,54,0
888,haryana,faridabad,2002,37,39,19,56,1122,92,0
889,haryana,fatehabad,2002,7,15,9,22,5,54,0
890,haryana,grp,2002,1,0,14,1,58,0,0
891,haryana,gurgaon,2002,27,36,11,35,57,128,0
892,haryana,hissar,2002,15,21,28,31,4,96,0
893,haryana,jhajjar,2002,18,12,14,39,37,115,0
894,haryana,jind,2002,19,9,11,10,12,57,0
895,haryana,kaithal,2002,7,4,6,11,0,98,0
896,haryana,karnal,2002,37,8,11,25,0,115,0
897,haryana,kurukshetra,2002,15,14,7,20,14,88,0
898,haryana,mahendragarh,2002,16,9,3,22,0,19,0
899,haryana,panchkula,2002,13,17,5,29,45,60,0
900,haryana,panipat,2002,43,21,9,22,20,193,0
901,haryana,rewari,2002,10,7,14,15,0,23,0
902,haryana,rohtak,2002,17,10,17,14,40,30,0
903,haryana,sirsa,2002,20,3,7,30,0,103,0
904,haryana,sonipat,2002,14,16,20,15,10,63,0
905,haryana,yamunanagar,2002,13,18,9,11,0,55,0
907,himachal pradesh,bilaspur,2002,9,3,0,36,1,22,0
908,himachal pradesh,chamba,2002,16,10,2,21,1,12,0
909,himachal pradesh,g.r.p.,2002,0,0,0,0,0,0,0
910,himachal pradesh,hamirpur,2002,3,14,0,17,1,24,0
911,himachal pradesh,kangra,2002,14,17,2,50,1,32,0
912,himachal pradesh,kinnaur,2002,4,3,0,6,1,7,0
913,himachal pradesh,kullu,2002,14,11,0,20,0,11,0
914,himachal pradesh,lahaul-spiti,2002,0,0,0,2,0,0,0
915,himachal pradesh,mandi,2002,24,8,2,51,6,47,0
916,himachal pradesh,shimla,2002,27,18,0,49,0,22,0
917,himachal pradesh,sirmaur,2002,11,10,0,34,0,15,0
918,himachal pradesh,solan,2002,9,16,0,28,1,31,0
919,himachal pradesh,una,2002,6,6,0,12,0,11,0
921,jammu & kashmir,anantnag,2002,16,58,0,67,54,0,0
922,jammu & kashmir,awantipora,2002,1,15,0,12,3,0,0
923,jammu & kashmir,baramulla,2002,14,78,0,94,31,0,0
924,jammu & kashmir,border,2002,5,13,0,8,23,0,0
925,jammu & kashmir,budgam,2002,12,33,0,80,13,0,0
926,jammu & kashmir,crime jammu,2002,0,0,0,0,0,0,0
927,jammu & kashmir,crime srinagar,2002,0,0,0,0,0,0,0
928,jammu & kashmir,doda,2002,15,19,0,6,4,0,0
929,jammu & kashmir,ganderbal,2002,7,39,0,61,6,0,0
930,jammu & kashmir,handwara,2002,0,15,0,25,0,1,0
931,jammu & kashmir,jammu,2002,7,56,10,20,74,17,0
932,jammu & kashmir,kargil,2002,1,2,0,0,0,0,0
933,jammu & kashmir,kathua,2002,11,13,3,11,13,4,0
934,jammu & kashmir,kulgam,2002,7,39,0,10,4,0,0
935,jammu & kashmir,kupwara,2002,5,24,0,38,4,0,0
936,jammu & kashmir,leh,2002,3,1,0,1,1,0,0
937,jammu & kashmir,poonch,2002,9,7,0,4,0,0,0
938,jammu & kashmir,pulwama,2002,12,41,0,51,15,0,0
939,jammu & kashmir,railways,2002,0,0,0,0,3,0,0
940,jammu & kashmir,rajouri,2002,13,13,1,11,5,9,0
941,jammu & kashmir,ramban,2002,7,6,0,3,3,0,0
942,jammu & kashmir,reasi,2002,8,11,0,3,1,2,0
943,jammu & kashmir,srinagar,2002,24,106,0,270,86,12,0
944,jammu & kashmir,udhampur,2002,15,7,4,10,25,9,0
946,jharkhand,bokaro,2002,48,26,29,32,0,16,0
947,jharkhand,chaibasa,2002,37,9,0,17,0,8,0
948,jharkhand,chatra,2002,18,1,15,0,0,4,0
949,jharkhand,deoghar,2002,37,2,16,7,0,17,0
950,jharkhand,dhanbad,2002,38,25,36,53,3,19,0
951,jharkhand,dhanbad rly.,2002,2,1,0,2,0,0,0
952,jharkhand,dumka,2002,50,3,8,31,0,37,0
953,jharkhand,garhwa,2002,32,2,14,2,0,19,2
954,jharkhand,giridih,2002,39,8,52,48,0,36,0
955,jharkhand,godda,2002,86,6,4,0,0,56,0
956,jharkhand,gumla,2002,31,8,1,4,0,14,0
957,jharkhand,hazaribagh,2002,71,18,31,27,0,90,0
958,jharkhand,jamshedpur,2002,76,18,12,40,0,72,0
959,jharkhand,jamshedpur rly.,2002,1,1,0,5,0,0,0
960,jharkhand,jamtara,2002,25,2,3,14,0,18,0
961,jharkhand,koderma,2002,6,4,7,8,0,37,0
962,jharkhand,latehar,2002,12,2,3,4,0,3,0
963,jharkhand,lohardagga,2002,14,1,0,4,0,12,0
964,jharkhand,pakur,2002,37,1,2,3,0,5,0
965,jharkhand,palamu,2002,14,8,24,11,0,18,34
966,jharkhand,ranchi,2002,55,22,9,73,0,62,0
967,jharkhand,sahebganj,2002,26,5,5,22,0,19,0
968,jharkhand,saraikela,2002,26,4,3,4,0,25,0
969,jharkhand,simdega,2002,16,1,1,0,0,1,0
971,karnataka,bagalkot,2002,4,7,2,53,1,63,0
972,karnataka,bangalore commr.,2002,32,58,33,237,62,242,0
973,karnataka,bangalore rural,2002,22,0,35,114,0,129,0
974,karnataka,belgaum,2002,6,16,7,55,0,102,0
975,karnataka,bellary,2002,11,8,8,68,0,52,0
976,karnataka,bidar,2002,8,13,10,85,2,64,0
977,karnataka,bijapur,2002,3,24,5,71,0,90,0
978,karnataka,chamarajnagar,2002,4,3,1,26,0,13,0
979,karnataka,chickmagalur,2002,18,9,3,62,6,64,0
980,karnataka,chitradurga,2002,12,4,7,46,0,32,0
981,karnataka,dakshin kannada,2002,9,0,0,22,5,28,0
982,karnataka,davanagere,2002,14,15,8,74,2,73,0
983,karnataka,dharwad commr.,2002,1,7,5,14,4,24,0
984,karnataka,dharwad rural,2002,0,0,4,26,0,17,0
985,karnataka,gadag,2002,3,3,3,12,0,12,0
986,karnataka,gulbarga,2002,24,32,4,119,6,73,0
987,karnataka,hassan,2002,11,0,7,64,0,62,0
988,karnataka,haveri,2002,2,7,4,27,0,18,0
989,karnataka,k.g.f.,2002,6,0,3,6,0,21,0
990,karnataka,kodagu,2002,4,1,2,27,0,18,0
991,karnataka,kolar,2002,18,12,16,34,0,46,0
992,karnataka,koppal,2002,6,26,3,29,0,49,0
993,karnataka,mandya,2002,30,0,14,45,0,102,0
994,karnataka,mysore commr.,2002,7,5,10,17,0,58,0
995,karnataka,mysore rural,2002,5,7,5,63,0,73,0
996,karnataka,raichur,2002,6,16,10,72,6,56,0
997,karnataka,railways,2002,0,0,1,2,0,1,0
998,karnataka,shimoga,2002,11,12,4,59,1,159,0
999,karnataka,tumkur,2002,9,10,16,60,0,30,0
1000,karnataka,udupi,2002,1,4,2,21,0,22,0
1001,karnataka,uttar kannada,2002,5,1,1,38,5,33,0
1003,kerala,alapuzha,2002,13,5,2,149,2,165,0
1004,kerala,cbcid,2002,0,0,0,0,0,2,0
1005,kerala,ernakulam,2002,27,9,1,170,6,179,0
1006,kerala,idukki,2002,26,0,0,120,10,108,0
1007,kerala,kannur,2002,21,8,0,89,7,203,0
1008,kerala,kasargod,2002,25,7,0,0,0,87,0
1009,kerala,kollam,2002,60,12,2,307,1,312,0
1010,kerala,kottayam,2002,28,7,0,156,19,132,0
1011,kerala,kozhikode,2002,53,1,0,135,12,343,0
1012,kerala,malappuram,2002,70,4,3,90,5,431,0
1013,kerala,palakkad,2002,48,7,0,122,5,196,0
1014,kerala,pathanamthitta,2002,12,0,0,139,4,116,0
1015,kerala,railways,2002,0,0,0,1,0,0,0
1016,kerala,thrissur,2002,30,7,4,195,14,189,0
1017,kerala,trivandrum,2002,56,24,2,404,16,314,0
1018,kerala,wayanadu,2002,30,0,3,46,1,59,0
1020,madhya pradesh,balaghat,2002,87,8,5,186,14,78,0
1021,madhya pradesh,barwani,2002,30,4,3,71,9,15,0
1022,madhya pradesh,betul,2002,115,20,13,152,11,50,0
1023,madhya pradesh,bhind,2002,33,16,36,91,6,65,0
1024,madhya pradesh,bhopal,2002,98,21,16,244,51,131,0
1025,madhya pradesh,bhopal rly.,2002,1,0,0,18,2,0,0
1026,madhya pradesh,chhatarpur,2002,76,14,20,188,16,58,0
1027,madhya pradesh,chhindwara,2002,82,9,11,189,36,117,0
1028,madhya pradesh,damoh,2002,57,7,31,136,0,52,0
1029,madhya pradesh,datiya,2002,22,3,14,53,0,16,0
1030,madhya pradesh,dewas,2002,97,13,14,191,54,135,0
1031,madhya pradesh,dhar,2002,74,24,53,220,51,91,0
1032,madhya pradesh,dindori,2002,26,1,1,57,4,15,0
1033,madhya pradesh,guna,2002,148,4,12,339,35,99,0
1034,madhya pradesh,gwalior,2002,69,48,18,150,12,133,0
1035,madhya pradesh,harda,2002,28,3,7,42,8,16,0
1036,madhya pradesh,hoshangabad,2002,62,20,9,122,13,45,0
1037,madhya pradesh,indore,2002,93,28,23,217,54,249,0
1038,madhya pradesh,indore rly.,2002,1,1,0,7,0,0,0
1039,madhya pradesh,jabalpur,2002,80,14,49,250,64,125,0
1040,madhya pradesh,jabalpur rly.,2002,0,0,0,3,0,0,0
1041,madhya pradesh,jhabua,2002,29,62,3,119,0,8,0
1042,madhya pradesh,katni,2002,37,2,5,133,9,65,0
1043,madhya pradesh,khandwa,2002,71,16,11,214,14,59,0
1044,madhya pradesh,khargon,2002,50,27,7,162,30,65,0
1045,madhya pradesh,mandla,2002,43,5,0,107,11,44,0
1046,madhya pradesh,mandsaur,2002,45,10,7,129,15,49,0
1047,madhya pradesh,morena,2002,46,17,28,73,2,41,0
1048,madhya pradesh,narsinghpur,2002,88,6,23,174,16,46,0
1049,madhya pradesh,neemuch,2002,26,9,3,75,23,90,0
1050,madhya pradesh,panna,2002,35,7,17,74,6,31,0
1051,madhya pradesh,raisen,2002,98,8,16,296,16,58,0
1052,madhya pradesh,rajgarh,2002,80,8,4,179,27,68,0
1053,madhya pradesh,ratlam,2002,67,6,7,138,17,79,0
1054,madhya pradesh,rewa,2002,32,15,26,95,3,54,0
1055,madhya pradesh,sagar,2002,136,24,26,425,22,164,0
1056,madhya pradesh,satna,2002,66,5,37,173,3,47,0
1057,madhya pradesh,seoni,2002,44,4,3,116,12,24,0
1058,madhya pradesh,shahdol,2002,72,10,11,259,24,133,0
1059,madhya pradesh,shajapur,2002,84,15,9,144,18,84,0
1060,madhya pradesh,sheopur,2002,28,5,5,68,2,21,0
1061,madhya pradesh,shivpuri,2002,73,6,6,180,0,41,0
1062,madhya pradesh,sidhi,2002,46,16,36,131,3,42,0
1063,madhya pradesh,sihore,2002,63,47,5,115,13,49,0
1064,madhya pradesh,tikamgarh,2002,51,7,20,161,5,40,0
1065,madhya pradesh,ujjain,2002,68,27,9,156,28,140,0
1066,madhya pradesh,umariya,2002,20,1,7,65,5,31,0
1067,madhya pradesh,vidisha,2002,114,16,8,231,19,54,0
1069,maharashtra,ahmednagar,2002,45,20,8,75,0,280,0
1070,maharashtra,akola,2002,28,16,4,70,11,156,0
1071,maharashtra,amravati commr.,2002,18,10,4,35,32,68,0
1072,maharashtra,amravati rural,2002,66,21,5,130,19,95,0
